Strategy,N_Params,Success Rate (%),Total Cost,Cost-Effectiveness,Parameters,Magnitudes,Budget
Vmax_trust↑10% + Km_production↓10%,2,0,1200,0.0,"Vmax_trust, Km_production","10%, 10%",2000
Vmax_trust↑10% + Km_production↓20%,2,0,1400,0.0,"Vmax_trust, Km_production","10%, 20%",2000
Vmax_trust↑10% + Km_production↓30%,2,0,1600,0.0,"Vmax_trust, Km_production","10%, 30%",2000
Vmax_trust↑10% + Km_trust_economy↓10%,2,0,1180,0.0,"Vmax_trust, Km_trust_economy","10%, 10%",2000
Vmax_trust↑10% + Km_trust_economy↓20%,2,0,1360,0.0,"Vmax_trust, Km_trust_economy","10%, 20%",2000
Vmax_trust↑10% + Km_trust_economy↓30%,2,0,1540,0.0,"Vmax_trust, Km_trust_economy","10%, 30%",2000
k_recovery↑10% + k_violence_weak↓10%,2,0,1600,0.0,"k_recovery, k_violence_weak","10%, 10%",2000
k_recovery↑10% + k_violence_detached_weak↓10%,2,0,1650,0.0,"k_recovery, k_violence_detached_weak","10%, 10%",2000
k_recovery↑10% + k_violence_detached↓10%,2,0,1700,0.0,"k_recovery, k_violence_detached","10%, 10%",2000
k_recovery↑10% + k_detachment_base↓10%,2,0,1550,0.0,"k_recovery, k_detachment_base","10%, 10%",2000
k_recovery↑10% + k_trust_destruction↓10%,2,0,1400,0.0,"k_recovery, k_trust_destruction","10%, 10%",2000
k_recovery↑10% + k_trust_destruction↓20%,2,0,1900,0.0,"k_recovery, k_trust_destruction","10%, 20%",2000
k_recovery↑10% + k_trust_decay↓10%,2,0,1350,0.0,"k_recovery, k_trust_decay","10%, 10%",2000
k_recovery↑10% + k_trust_decay↓20%,2,0,1800,0.0,"k_recovery, k_trust_decay","10%, 20%",2000
k_recovery↑10% + k_degradation↓10%,2,0,1450,0.0,"k_recovery, k_degradation","10%, 10%",2000
k_recovery↑10% + k_degradation↓20%,2,0,2000,0.0,"k_recovery, k_degradation","10%, 20%",2000
k_recovery↑10% + k_violence_decay↑10%,2,0,1300,0.0,"k_recovery, k_violence_decay","10%, 10%",2000
k_recovery↑10% + k_violence_decay↑20%,2,0,1700,0.0,"k_recovery, k_violence_decay","10%, 20%",2000
k_recovery↑10% + E_threshold↓10%,2,0,1250,0.0,"k_recovery, E_threshold","10%, 10%",2000
k_recovery↑10% + E_threshold↓20%,2,0,1600,0.0,"k_recovery, E_threshold","10%, 20%",2000
k_recovery↑10% + E_threshold↓30%,2,0,1950,0.0,"k_recovery, E_threshold","10%, 30%",2000
k_recovery↑10% + T_threshold_weak_strong↓10%,2,0,1200,0.0,"k_recovery, T_threshold_weak_strong","10%, 10%",2000
k_recovery↑10% + T_threshold_weak_strong↓20%,2,0,1500,0.0,"k_recovery, T_threshold_weak_strong","10%, 20%",2000
k_recovery↑10% + T_threshold_weak_strong↓30%,2,0,1800,0.0,"k_recovery, T_threshold_weak_strong","10%, 30%",2000
k_recovery↑10% + T_threshold_detached_weak↓10%,2,0,1280,0.0,"k_recovery, T_threshold_detached_weak","10%, 10%",2000
k_recovery↑10% + T_threshold_detached_weak↓20%,2,0,1660,0.0,"k_recovery, T_threshold_detached_weak","10%, 20%",2000
k_recovery↑10% + detachment_threshold↑10%,2,0,1220,0.0,"k_recovery, detachment_threshold","10%, 10%",2000
k_recovery↑10% + detachment_threshold↑20%,2,0,1540,0.0,"k_recovery, detachment_threshold","10%, 20%",2000
k_recovery↑10% + detachment_threshold↑30%,2,0,1860,0.0,"k_recovery, detachment_threshold","10%, 30%",2000
k_recovery↑10% + k_resource_depletion↓10%,2,0,1150,0.0,"k_recovery, k_resource_depletion","10%, 10%",2000
k_recovery↑10% + k_resource_depletion↓20%,2,0,1400,0.0,"k_recovery, k_resource_depletion","10%, 20%",2000
k_recovery↑10% + k_resource_depletion↓30%,2,0,1650,0.0,"k_recovery, k_resource_depletion","10%, 30%",2000
k_recovery↑10% + k_economic_decay↓10%,2,0,1120,0.0,"k_recovery, k_economic_decay","10%, 10%",2000
k_recovery↑10% + k_economic_decay↓20%,2,0,1340,0.0,"k_recovery, k_economic_decay","10%, 20%",2000
k_recovery↑10% + k_economic_decay↓30%,2,0,1560,0.0,"k_recovery, k_economic_decay","10%, 30%",2000
k_trust_decay↓10% + E_threshold↓30% + k_economic_decay↓30%,3,0,2160,0.0,"k_trust_decay, E_threshold, k_economic_decay","10%, 30%, 30%",6000
k_trust_decay↓30% + Km_production↓30% + k_recovery↑10%,3,0,2850,0.0,"k_trust_decay, Km_production, k_recovery","30%, 30%, 10%",6000
k_detachment_base↓30% + Km_production↓10% + R_amplitude↑10%,3,0,3350,0.0,"k_detachment_base, Km_production, R_amplitude","30%, 10%, 10%",6000
R_amplitude↑10% + k_violence_weak↓20% + E_threshold↓30%,3,0,3650,0.0,"R_amplitude, k_violence_weak, E_threshold","10%, 20%, 30%",6000
k_violence_detached↓30% + Vmax_trust↑20% + T_threshold_weak_strong↓20%,3,0,5000,0.0,"k_violence_detached, Vmax_trust, T_threshold_weak_strong","30%, 20%, 20%",6000
k_violence_weak↓20% + k_resource_depletion↓20% + k_recovery↑30%,3,0,4600,0.0,"k_violence_weak, k_resource_depletion, k_recovery","20%, 20%, 30%",6000
Km_production↓20% + k_violence_decay↑30% + k_detachment_base↓30%,3,0,3550,0.0,"Km_production, k_violence_decay, k_detachment_base","20%, 30%, 30%",6000
detachment_threshold↑20% + k_trust_destruction↓30% + Km_production↓30%,3,0,2740,0.0,"detachment_threshold, k_trust_destruction, Km_production","20%, 30%, 30%",6000
E_threshold↓10% + k_trust_destruction↓30% + Vmax_production↑20%,3,0,4850,0.0,"E_threshold, k_trust_destruction, Vmax_production","10%, 30%, 20%",6000
Km_trust_economy↓30% + E_threshold↓10% + Vmax_trust↑20%,3,0,2890,0.0,"Km_trust_economy, E_threshold, Vmax_trust","30%, 10%, 20%",6000
E_threshold↓20% + k_trust_decay↓10% + T_threshold_weak_strong↓20%,3,0,1750,0.0,"E_threshold, k_trust_decay, T_threshold_weak_strong","20%, 10%, 20%",6000
T_threshold_detached_weak↓10% + R_amplitude↑10% + k_violence_detached↓10%,3,0,2380,0.0,"T_threshold_detached_weak, R_amplitude, k_violence_detached","10%, 10%, 10%",6000
k_resource_depletion↓10% + k_violence_detached↓10% + k_detachment_base↓30%,3,0,3000,0.0,"k_resource_depletion, k_violence_detached, k_detachment_base","10%, 10%, 30%",6000
k_violence_detached_weak↓20% + k_economic_decay↓30% + k_violence_detached↓20%,3,0,3760,0.0,"k_violence_detached_weak, k_economic_decay, k_violence_detached","20%, 30%, 20%",6000
k_resource_depletion↓20% + k_recovery↑30% + Vmax_trust↑20%,3,0,5200,0.0,"k_resource_depletion, k_recovery, Vmax_trust","20%, 30%, 20%",6000
k_resource_depletion↓20% + k_detachment_base↓20% + Vmax_trust↑10%,3,0,2800,0.0,"k_resource_depletion, k_detachment_base, Vmax_trust","20%, 20%, 10%",6000
k_violence_decay↑10% + k_economic_decay↓10% + k_resource_depletion↓10%,3,0,870,0.0,"k_violence_decay, k_economic_decay, k_resource_depletion","10%, 10%, 10%",6000
Vmax_production↑30% + Vmax_trust↑10%,2,0,5500,0.0,"Vmax_production, Vmax_trust","30%, 10%",6000
Vmax_production↑20% + k_trust_decay↓10%,2,0,3450,0.0,"Vmax_production, k_trust_decay","20%, 10%",6000
Vmax_production↑20% + k_trust_decay↓20%,2,0,3900,0.0,"Vmax_production, k_trust_decay","20%, 20%",6000
Vmax_production↑20% + k_trust_decay↓30%,2,0,4350,0.0,"Vmax_production, k_trust_decay","20%, 30%",6000
Vmax_production↑30% + k_trust_decay↓10%,2,0,4950,0.0,"Vmax_production, k_trust_decay","30%, 10%",6000
Vmax_production↑30% + k_trust_decay↓20%,2,0,5400,0.0,"Vmax_production, k_trust_decay","30%, 20%",6000
Vmax_production↑30% + k_trust_decay↓30%,2,0,5850,0.0,"Vmax_production, k_trust_decay","30%, 30%",6000
Vmax_production↑10% + k_degradation↓10%,2,0,2050,0.0,"Vmax_production, k_degradation","10%, 10%",6000
Vmax_production↑10% + k_degradation↓20%,2,0,2600,0.0,"Vmax_production, k_degradation","10%, 20%",6000
Vmax_production↑20% + k_degradation↓10%,2,0,3550,0.0,"Vmax_production, k_degradation","20%, 10%",6000
Vmax_production↑20% + k_degradation↓20%,2,0,4100,0.0,"Vmax_production, k_degradation","20%, 20%",6000
Vmax_production↑30% + k_degradation↓10%,2,0,5050,0.0,"Vmax_production, k_degradation","30%, 10%",6000
Vmax_production↑30% + k_degradation↓20%,2,0,5600,0.0,"Vmax_production, k_degradation","30%, 20%",6000
Vmax_production↑10% + k_violence_decay↑10%,2,0,1900,0.0,"Vmax_production, k_violence_decay","10%, 10%",6000
Vmax_production↑10% + k_violence_decay↑20%,2,0,2300,0.0,"Vmax_production, k_violence_decay","10%, 20%",6000
Vmax_production↑10% + k_violence_decay↑30%,2,0,2700,0.0,"Vmax_production, k_violence_decay","10%, 30%",6000
Vmax_production↑20% + k_violence_decay↑10%,2,0,3400,0.0,"Vmax_production, k_violence_decay","20%, 10%",6000
Vmax_production↑20% + k_violence_decay↑20%,2,0,3800,0.0,"Vmax_production, k_violence_decay","20%, 20%",6000
Vmax_production↑20% + k_violence_decay↑30%,2,0,4200,0.0,"Vmax_production, k_violence_decay","20%, 30%",6000
Vmax_production↑30% + k_violence_decay↑10%,2,0,4900,0.0,"Vmax_production, k_violence_decay","30%, 10%",6000
Vmax_production↑30% + k_violence_decay↑20%,2,0,5300,0.0,"Vmax_production, k_violence_decay","30%, 20%",6000
Vmax_production↑30% + k_violence_decay↑30%,2,0,5700,0.0,"Vmax_production, k_violence_decay","30%, 30%",6000
Vmax_production↑10% + E_threshold↓10%,2,0,1850,0.0,"Vmax_production, E_threshold","10%, 10%",6000
Vmax_production↑10% + E_threshold↓20%,2,0,2200,0.0,"Vmax_production, E_threshold","10%, 20%",6000
Vmax_production↑10% + E_threshold↓30%,2,0,2550,0.0,"Vmax_production, E_threshold","10%, 30%",6000
Vmax_production↑20% + E_threshold↓10%,2,0,3350,0.0,"Vmax_production, E_threshold","20%, 10%",6000
Vmax_production↑20% + E_threshold↓20%,2,0,3700,0.0,"Vmax_production, E_threshold","20%, 20%",6000
Vmax_production↑20% + E_threshold↓30%,2,0,4050,0.0,"Vmax_production, E_threshold","20%, 30%",6000
Vmax_production↑30% + E_threshold↓10%,2,0,4850,0.0,"Vmax_production, E_threshold","30%, 10%",6000
Vmax_production↑30% + E_threshold↓20%,2,0,5200,0.0,"Vmax_production, E_threshold","30%, 20%",6000
Vmax_production↑30% + E_threshold↓30%,2,0,5550,0.0,"Vmax_production, E_threshold","30%, 30%",6000
Vmax_production↑10% + T_threshold_weak_strong↓10%,2,0,1800,0.0,"Vmax_production, T_threshold_weak_strong","10%, 10%",6000
Vmax_production↑10% + T_threshold_weak_strong↓20%,2,0,2100,0.0,"Vmax_production, T_threshold_weak_strong","10%, 20%",6000
Vmax_production↑10% + T_threshold_weak_strong↓30%,2,0,2400,0.0,"Vmax_production, T_threshold_weak_strong","10%, 30%",6000
Vmax_production↑20% + T_threshold_weak_strong↓10%,2,0,3300,0.0,"Vmax_production, T_threshold_weak_strong","20%, 10%",6000
Vmax_production↑20% + T_threshold_weak_strong↓20%,2,0,3600,0.0,"Vmax_production, T_threshold_weak_strong","20%, 20%",6000
Vmax_production↑20% + T_threshold_weak_strong↓30%,2,0,3900,0.0,"Vmax_production, T_threshold_weak_strong","20%, 30%",6000
Vmax_production↑30% + T_threshold_weak_strong↓10%,2,0,4800,0.0,"Vmax_production, T_threshold_weak_strong","30%, 10%",6000
Vmax_production↑30% + T_threshold_weak_strong↓20%,2,0,5100,0.0,"Vmax_production, T_threshold_weak_strong","30%, 20%",6000
Vmax_production↑30% + T_threshold_weak_strong↓30%,2,0,5400,0.0,"Vmax_production, T_threshold_weak_strong","30%, 30%",6000
Vmax_production↑10% + T_threshold_detached_weak↓10%,2,0,1880,0.0,"Vmax_production, T_threshold_detached_weak","10%, 10%",6000
Vmax_production↑10% + T_threshold_detached_weak↓20%,2,0,2260,0.0,"Vmax_production, T_threshold_detached_weak","10%, 20%",6000
Vmax_production↑10% + T_threshold_detached_weak↓30%,2,0,2640,0.0,"Vmax_production, T_threshold_detached_weak","10%, 30%",6000
Vmax_production↑20% + T_threshold_detached_weak↓10%,2,0,3380,0.0,"Vmax_production, T_threshold_detached_weak","20%, 10%",6000
Vmax_production↑20% + T_threshold_detached_weak↓20%,2,0,3760,0.0,"Vmax_production, T_threshold_detached_weak","20%, 20%",6000
Vmax_production↑20% + T_threshold_detached_weak↓30%,2,0,4140,0.0,"Vmax_production, T_threshold_detached_weak","20%, 30%",6000
Vmax_production↑30% + T_threshold_detached_weak↓10%,2,0,4880,0.0,"Vmax_production, T_threshold_detached_weak","30%, 10%",6000
Vmax_production↑30% + T_threshold_detached_weak↓20%,2,0,5260,0.0,"Vmax_production, T_threshold_detached_weak","30%, 20%",6000
Vmax_production↑30% + T_threshold_detached_weak↓30%,2,0,5640,0.0,"Vmax_production, T_threshold_detached_weak","30%, 30%",6000
Vmax_production↑10% + detachment_threshold↑10%,2,0,1820,0.0,"Vmax_production, detachment_threshold","10%, 10%",6000
Vmax_production↑10% + detachment_threshold↑20%,2,0,2140,0.0,"Vmax_production, detachment_threshold","10%, 20%",6000
Vmax_production↑10% + detachment_threshold↑30%,2,0,2460,0.0,"Vmax_production, detachment_threshold","10%, 30%",6000
Vmax_production↑20% + detachment_threshold↑10%,2,0,3320,0.0,"Vmax_production, detachment_threshold","20%, 10%",6000
Vmax_production↑20% + detachment_threshold↑20%,2,0,3640,0.0,"Vmax_production, detachment_threshold","20%, 20%",6000
Vmax_production↑20% + detachment_threshold↑30%,2,0,3960,0.0,"Vmax_production, detachment_threshold","20%, 30%",6000
Vmax_production↑30% + detachment_threshold↑10%,2,0,4820,0.0,"Vmax_production, detachment_threshold","30%, 10%",6000
Vmax_production↑30% + detachment_threshold↑20%,2,0,5140,0.0,"Vmax_production, detachment_threshold","30%, 20%",6000
Vmax_production↑30% + detachment_threshold↑30%,2,0,5460,0.0,"Vmax_production, detachment_threshold","30%, 30%",6000
Vmax_production↑10% + k_resource_depletion↓10%,2,0,1750,0.0,"Vmax_production, k_resource_depletion","10%, 10%",6000
Vmax_production↑10% + k_resource_depletion↓20%,2,0,2000,0.0,"Vmax_production, k_resource_depletion","10%, 20%",6000
Vmax_production↑10% + k_resource_depletion↓30%,2,0,2250,0.0,"Vmax_production, k_resource_depletion","10%, 30%",6000
Vmax_production↑20% + k_resource_depletion↓10%,2,0,3250,0.0,"Vmax_production, k_resource_depletion","20%, 10%",6000
Vmax_production↑20% + k_resource_depletion↓20%,2,0,3500,0.0,"Vmax_production, k_resource_depletion","20%, 20%",6000
Vmax_production↑20% + k_resource_depletion↓30%,2,0,3750,0.0,"Vmax_production, k_resource_depletion","20%, 30%",6000
Vmax_production↑30% + k_resource_depletion↓10%,2,0,4750,0.0,"Vmax_production, k_resource_depletion","30%, 10%",6000
Vmax_production↑30% + k_resource_depletion↓20%,2,0,5000,0.0,"Vmax_production, k_resource_depletion","30%, 20%",6000
Vmax_production↑30% + k_resource_depletion↓30%,2,0,5250,0.0,"Vmax_production, k_resource_depletion","30%, 30%",6000
Vmax_production↑10% + k_economic_decay↓10%,2,0,1720,0.0,"Vmax_production, k_economic_decay","10%, 10%",6000
Vmax_production↑10% + k_economic_decay↓20%,2,0,1940,0.0,"Vmax_production, k_economic_decay","10%, 20%",6000
Vmax_production↑10% + k_economic_decay↓30%,2,0,2160,0.0,"Vmax_production, k_economic_decay","10%, 30%",6000
Vmax_production↑20% + k_economic_decay↓10%,2,0,3220,0.0,"Vmax_production, k_economic_decay","20%, 10%",6000
Vmax_production↑20% + k_economic_decay↓20%,2,0,3440,0.0,"Vmax_production, k_economic_decay","20%, 20%",6000
Vmax_production↑20% + k_economic_decay↓30%,2,0,3660,0.0,"Vmax_production, k_economic_decay","20%, 30%",6000
Vmax_production↑30% + k_economic_decay↓10%,2,0,4720,0.0,"Vmax_production, k_economic_decay","30%, 10%",6000
Vmax_production↑30% + k_economic_decay↓20%,2,0,4940,0.0,"Vmax_production, k_economic_decay","30%, 20%",6000
Vmax_production↑30% + k_economic_decay↓30%,2,0,5160,0.0,"Vmax_production, k_economic_decay","30%, 30%",6000
Vmax_production↑10% + Km_production↓10%,2,0,1700,0.0,"Vmax_production, Km_production","10%, 10%",6000
Vmax_production↑10% + Km_production↓20%,2,0,1900,0.0,"Vmax_production, Km_production","10%, 20%",6000
Vmax_production↑10% + Km_production↓30%,2,0,2100,0.0,"Vmax_production, Km_production","10%, 30%",6000
Vmax_production↑20% + Km_production↓10%,2,0,3200,0.0,"Vmax_production, Km_production","20%, 10%",6000
Vmax_production↑20% + Km_production↓20%,2,0,3400,0.0,"Vmax_production, Km_production","20%, 20%",6000
Vmax_production↑20% + Km_production↓30%,2,0,3600,0.0,"Vmax_production, Km_production","20%, 30%",6000
Vmax_production↑30% + Km_production↓10%,2,0,4700,0.0,"Vmax_production, Km_production","30%, 10%",6000
Vmax_production↑30% + Km_production↓20%,2,0,4900,0.0,"Vmax_production, Km_production","30%, 20%",6000
Vmax_production↑30% + Km_production↓30%,2,0,5100,0.0,"Vmax_production, Km_production","30%, 30%",6000
Vmax_production↑10% + Km_trust_economy↓10%,2,0,1680,0.0,"Vmax_production, Km_trust_economy","10%, 10%",6000
Vmax_production↑10% + Km_trust_economy↓20%,2,0,1860,0.0,"Vmax_production, Km_trust_economy","10%, 20%",6000
Vmax_production↑10% + Km_trust_economy↓30%,2,0,2040,0.0,"Vmax_production, Km_trust_economy","10%, 30%",6000
Vmax_production↑20% + Km_trust_economy↓10%,2,0,3180,0.0,"Vmax_production, Km_trust_economy","20%, 10%",6000
Vmax_production↑20% + Km_trust_economy↓20%,2,0,3360,0.0,"Vmax_production, Km_trust_economy","20%, 20%",6000
Vmax_production↑20% + Km_trust_economy↓30%,2,0,3540,0.0,"Vmax_production, Km_trust_economy","20%, 30%",6000
Vmax_production↑30% + Km_trust_economy↓10%,2,0,4680,0.0,"Vmax_production, Km_trust_economy","30%, 10%",6000
Vmax_production↑30% + Km_trust_economy↓20%,2,0,4860,0.0,"Vmax_production, Km_trust_economy","30%, 20%",6000
Vmax_production↑30% + Km_trust_economy↓30%,2,0,5040,0.0,"Vmax_production, Km_trust_economy","30%, 30%",6000
R_amplitude↑10% + Vmax_trust↑10%,2,0,2200,0.0,"R_amplitude, Vmax_trust","10%, 10%",6000
R_amplitude↑10% + Vmax_trust↑20%,2,0,3200,0.0,"R_amplitude, Vmax_trust","10%, 20%",6000
R_amplitude↑10% + Vmax_trust↑30%,2,0,4200,0.0,"R_amplitude, Vmax_trust","10%, 30%",6000
R_amplitude↑20% + Vmax_trust↑10%,2,0,3400,0.0,"R_amplitude, Vmax_trust","20%, 10%",6000
R_amplitude↑20% + Vmax_trust↑20%,2,0,4400,0.0,"R_amplitude, Vmax_trust","20%, 20%",6000
R_amplitude↑20% + Vmax_trust↑30%,2,0,5400,0.0,"R_amplitude, Vmax_trust","20%, 30%",6000
R_amplitude↑10% + k_recovery↑10%,2,0,2100,0.0,"R_amplitude, k_recovery","10%, 10%",6000
R_amplitude↑10% + k_recovery↑20%,2,0,3000,0.0,"R_amplitude, k_recovery","10%, 20%",6000
R_amplitude↑10% + k_recovery↑30%,2,0,3900,0.0,"R_amplitude, k_recovery","10%, 30%",6000
R_amplitude↑20% + k_recovery↑10%,2,0,3300,0.0,"R_amplitude, k_recovery","20%, 10%",6000
R_amplitude↑20% + k_recovery↑20%,2,0,4200,0.0,"R_amplitude, k_recovery","20%, 20%",6000
R_amplitude↑20% + k_recovery↑30%,2,0,5100,0.0,"R_amplitude, k_recovery","20%, 30%",6000
R_amplitude↑10% + k_violence_weak↓10%,2,0,1900,0.0,"R_amplitude, k_violence_weak","10%, 10%",6000
R_amplitude↑10% + k_violence_weak↓20%,2,0,2600,0.0,"R_amplitude, k_violence_weak","10%, 20%",6000
R_amplitude↑10% + k_violence_weak↓30%,2,0,3300,0.0,"R_amplitude, k_violence_weak","10%, 30%",6000
R_amplitude↑20% + k_violence_weak↓10%,2,0,3100,0.0,"R_amplitude, k_violence_weak","20%, 10%",6000
R_amplitude↑20% + k_violence_weak↓20%,2,0,3800,0.0,"R_amplitude, k_violence_weak","20%, 20%",6000
R_amplitude↑20% + k_violence_weak↓30%,2,0,4500,0.0,"R_amplitude, k_violence_weak","20%, 30%",6000
R_amplitude↑30% + k_violence_weak↓10%,2,0,4300,0.0,"R_amplitude, k_violence_weak","30%, 10%",6000
R_amplitude↑30% + k_violence_weak↓20%,2,0,5000,0.0,"R_amplitude, k_violence_weak","30%, 20%",6000
R_amplitude↑30% + k_violence_weak↓30%,2,0,5700,0.0,"R_amplitude, k_violence_weak","30%, 30%",6000
R_amplitude↑10% + k_violence_detached_weak↓10%,2,0,1950,0.0,"R_amplitude, k_violence_detached_weak","10%, 10%",6000
